League,Team,Department,Full Name,Title
NFL,Washington Commanders,Marketing & Guest Experience,Garrett Sutphen,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Andrew Valmon,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Josh Warden,Account Executive
NFL,Washington Commanders,Content,Will Misselbrook,Chief Creative Officer
NFL,Washington Commanders,Content,Zachary Steremberg,Vice President of Digital & Social Media
NFL,Washington Commanders,Content,Logan Campbell,Senior Director of Production
NFL,Washington Commanders,Content,Michael Sefore,Senior Director of Content Strategy
NFL,Washington Commanders,Content,Taylor Jacobs,Director of Production
NFL,Washington Commanders,Content,Don Napoleon,Director of Production
NFL,Washington Commanders,Content,Bryan Van Balen,Director of Photography
NFL,Washington Commanders,Content,Zachary Tabb,Senior Manager of Digital & Social Media
NFL,Washington Commanders,Content,Caelan Breeze,Producer
NFL,Washington Commanders,Content,DeAngelo Hall,Analyst
NFL,Washington Commanders,Content,Santana Moss,Analyst
NFL,Washington Commanders,Content,Fred Smoot,Analyst
NFL,Washington Commanders,Content,Logan Paulsen,Analyst
NFL,Washington Commanders,Content,GeNienne Samuels,Host
NFL,Washington Commanders,Content,Hannah Lichtenstein,Host
NFL,Washington Commanders,Content,Jaelen Phillips,Host
NFL,Washington Commanders,Content,Zach Selby,Writer
NFL,Washington Commanders,Communications,James Sour-wine,Vice President of Communications
NFL,Washington Commanders,Communications,John Keim,Senior Director of Communications
NFL,Washington Commanders,Communications,Kelsey Hawkins,Director of Communications
NFL,Washington Commanders,Communications,Lexie Muller,Director of Communications
NFL,Washington Commanders,Communications,Jamie Gillian,Senior Manager of Communications
NFL,Washington Commanders,People & Culture,Andre Chambers,Chief People & Culture Officer
NFL,Washington Commanders,People & Culture,Aisha D.,Senior Director of Human Resources
NFL,Washington Commanders,People & Culture,Maddie Ehioba,Senior Manager of Human Resources
NFL,Washington Commanders,Finance,Greg Lavin,Chief Financial Officer
NFL,Washington Commanders,Finance,Tim Pupura,Vice President of Finance
NFL,Washington Commanders,Finance,Lauren Skompis,Director of Finance
NFL,Washington Commanders,Finance,Demetrius Smith,Director of Accounting
NFL,Washington Commanders,Finance,Will Daniels,Senior Manager of Accounting
NFL,Washington Commanders,Finance,James He,Manager of Accounting
NFL,Washington Commanders,Finance,Lola Sobayo,Manager of Accounting
NFL,Washington Commanders,Legal,Stuart A.,General Counsel
NFL,Washington Commanders,Legal,Jessica Wright,Associate General Counsel
NFL,Washington Commanders,Operations,Chris Bloyer,Chief Operating Officer
NFL,Washington Commanders,Operations,Tim McGrath,Vice President of Operations
NFL,Washington Commanders,Operations,Ryan Dusing,Senior Director of Operations
NFL,Washington Commanders,Operations,Jeff Parsons,Senior Director of Operations
NFL,Washington Commanders,Operations,Paul Rokita,Senior Director of Operations
NFL,Washington Commanders,Operations,Meredith V.,
NFL,Washington Commanders,Operations,Tyler Clouse,Director of Operations
NFL,Washington Commanders,Operations,John Miller,Director of Operations
NFL,Washington Commanders,Operations,Grant Carter,Manager of Operations
NFL,Washington Commanders,Operations,John Dailey,Manager of Operations
NFL,Washington Commanders,Operations,Patty Dismond,Manager of Operations
NFL,Washington Commanders,Operations,Kelsey Emery,Manager of Operations
NFL,Washington Commanders,Operations,Cody Little,Manager of Operations
NFL,Washington Commanders,Operations,Taylor Lynn,Manager of Operations
NFL,Washington Commanders,Operations,Tim Mills,Manager of Operations
NFL,Washington Commanders,Operations,Tyler Powell,Manager of Operations
NFL,Washington Commanders,Operations,Chris Shifflett,Manager of Operations
NFL,Chicago Bears,Ownership,Virginia H. McCaskey,Owner/Secretary
NFL,Chicago Bears,Ownership,George H. McCaskey,Chairman
NFL,Chicago Bears,Ownership,Ted Phillips,President & CEO
NFL,Chicago Bears,Executive,Karen B. Murphy,Executive Vice President of Business Operations & Chief Financial Officer
NFL,Chicago Bears,Executive,Cliff Stein,Senior Vice President & General Counsel
NFL,Chicago Bears,Executive,Russell Gore,Senior Vice President of Business Strategy
NFL,Chicago Bears,Executive,Tanesha Wade,Senior Vice President of People & Diversity
NFL,Chicago Bears,Executive,Scott Hagel,Senior Vice President of Marketing & Communications
NFL,Chicago Bears,Executive,Lee Twarling,Senior Vice President of Sales & Customer Relations
NFL,Chicago Bears,Finance,Jeff Roberts,Vice President of Finance
NFL,Chicago Bears,Finance,Mike Santarelli,Vice President of Finance
NFL,Chicago Bears,Finance,Jessica Yaw,Controller
NFL,Chicago Bears,Finance,Meredith Corsello,Director of Finance
NFL,Chicago Bears,Finance,Jason Ortega,Director of Finance
NFL,Chicago Bears,Finance,John Bostrom,Senior Accountant
NFL,Chicago Bears,Finance,Emily Sobut,Senior Accountant
NFL,Chicago Bears,Finance,Tom Bredfield,Staff Accountant
NFL,Chicago Bears,Finance,Ryan Sorensen,Staff Accountant
NFL,Chicago Bears,Finance,Alex Cook,Accounts Payable Coordinator
NFL,Chicago Bears,Strategy & Analytics,Corey Ruff,Vice President of Strategy & Analytics
NFL,Chicago Bears,Strategy & Analytics,Elisa Halpin,Director of Strategy & Analytics
NFL,Chicago Bears,Strategy & Analytics,Michael Anderson,Senior Analyst
NFL,Chicago Bears,Strategy & Analytics,Derek Bereolos,Analyst
NFL,Chicago Bears,Human Resources,Liz Geist,Vice President of Human Resources
NFL,Chicago Bears,Human Resources,Allison paa,Director of Human Resources
NFL,Chicago Bears,Human Resources,Griselda Hernandez,Senior Manager of Human Resources
NFL,Chicago Bears,Human Resources,Carly Hoffman,Manager of Human Resources
NFL,Chicago Bears,Human Resources,Gabriela Corpus,HR Coordinator
NFL,Chicago Bears,Legal,Sana Halwani,Vice President & Associate General Counsel
NFL,Chicago Bears,Legal,John I.,Associate Counsel
NFL,Chicago Bears,Sales & Marketing,Fernando Arriola,Vice President of Fan & Brand Development
NFL,Chicago Bears,Sales & Marketing,Chris Hibbs,Vice President of Sales & Marketing
NFL,Chicago Bears,Sales & Marketing,Patrick Ryan,Vice President of Corporate Partnerships
NFL,Chicago Bears,Sales & Marketing,Rocco A.,Senior Director of Ticket Sales
NFL,Chicago Bears,Sales & Marketing,Mark Hoyda,Senior Director of Corporate Partnerships
NFL,Chicago Bears,Sales & Marketing,Mark Czajka,Director of Fan Marketing
NFL,Chicago Bears,Sales & Marketing,Justin UserRepository,Director of Fan Experience
NFL,Chicago Bears,Sales & Marketing,Lauren Screeden,Director of Brand Development
NFL,Chicago Bears,Sales & Marketing,Michael Meves,Director of Corporate Partnership Sales
NFL,Chicago Bears,Sales & Marketing,Steve Mokate,Director of Corporate Partnership Sales
NFL,Chicago Bears,Sales & Marketing,Katie Petru,Director of Partnership Activation
NFL,Chicago Bears,Corporate Partnerships,Jeff Salgado,Senior Manager of Corporate Partnerships
NFL,Chicago Bears,Corporate Partnerships,Kelsey Sopron,Senior Manager of Corporate Partnerships
NFL,Chicago Bears,Corporate Partnerships,Kevin Tarson,Senior Manager of Corporate Partnerships
NFL,Chicago Bears,Corporate Partnerships,Michael Delaney,Manager of Corporate Partnerships
NFL,Chicago Bears,Corporate Partnerships,Michael Foster,Manager of Corporate Partnerships
NFL,Chicago Bears,Corporate Partnerships,Alexandria Lee,Manager of Corporate Partnerships
NFL,Chicago Bears,Corporate Partnerships,Sarah Nelson,Manager of Corporate Partnerships
NFL,Chicago Bears,Corporate Partnerships,Ryan Rose,Manager of Corporate Partnerships
NFL,Chicago Bears,Corporate Partnerships,Ashley Artículo,Partnership Activation Coordinator
NFL,Chicago Bears,Corporate Partnerships,Caroline Domagalski,Partnership Activation Coordinator
NFL,Chicago Bears,Corporate Partnerships,Megan O'Brien,Partnership Activation Coordinator
NFL,Chicago Bears,Corporate Partnerships,Danielle Ruderman,Partnership Activation Coordinator
NFL,Chicago Bears,Communications,Tim Lefevour,Vice President of Communications
NFL,Chicago Bears,Communications,Larry Mayer,Senior Writer
NFL,Chicago Bears,Communications,Mike Wsol,Director of Communications
NFL,Chicago Bears,Communications,Jim Christman,Communications Manager
NFL,Chicago Bears,Communications,Jeff Joniak,Play-by-Play Announcer
NFL,Chicago Bears,Communications,Tom Thayer,Color Analyst
NFL,Chicago Bears,Communications,Jeff Joniak,Director of Communications
NFL,Chicago Bears,Communications,Nathaniel Z.,Communications Coordinator
NFL,Chicago Bears,Content,Jason Lieser,Vice President of Content
NFL,Chicago Bears,Content,Greg Miller,Senior Director of Content
NFL,Chicago Bears,Content,John W.,Senior Producer
NFL,Chicago Bears,Content,Lauren Screeden,Team Reporter
NFL,Chicago Bears,Content,Olivia Harlan,Team Reporter
NFL,Chicago Bears,Content,Tom Thayer,Content Producer
NFL,Chicago Bears,Content,Dan Wiederer,Content Producer
NFL,Chicago Bears,Content,Adam Amin,Content Producer
NFL,Chicago Bears,Content,Chase Senior,Content Producer
NFL,Chicago Bears,Community Relations,Matt Simeone,Vice President of Community Relations
NFL,Chicago Bears,Community Relations,Christina Andretich,Director of Community Relations
NFL,Chicago Bears,Community Relations,Ali Goldberg,Senior Manager of Community Relations
NFL,Chicago Bears,Community Relations,Jackie Majcher,Manager of Community Relations
NFL,Chicago Bears,Community Relations,Marge Hamm,Community Relations Coordinator
NFL,Detroit Lions,Ownership,Sheila Ford Hamp,Chairman and Owner
NFL,Detroit Lions,Ownership,"William Clay Ford, Jr.",Vice Chairman
NFL,Detroit Lions,Ownership,Martha Ford,Chairman Emeritus
NFL,Detroit Lions,Executive Leadership,Rod Wood,President & CEO
NFL,Detroit Lions,Executive Leadership,Mike Disner,Chief Operating Officer
NFL,Detroit Lions,Executive Leadership,Kelly Kozole,"Executive Vice President, Business Development"
NFL,Detroit Lions,Executive Leadership,JessicaselectedIndex,"Senior Vice President, General Counsel"
NFL,Detroit Lions,Executive Leadership,Brian Mosallam,"Senior Vice President, Corporate Partnerships"
NFL,Detroit Lions,Executive Leadership,Emily Griffin,"Senior Vice President, Marketing & Brand"
NFL,Detroit Lions,Executive Leadership,Todd Lambert,"Senior Vice President, Ticket & Suite Sales"
NFL,Detroit Lions,Finance & Administration,Luis Perez,Senior Vice President of Finance
NFL,Detroit Lions,Finance & Administration,Charlie Rittgers,Vice President of Finance
NFL,Detroit Lions,Finance & Administration,Ashley Wysocki,Controller
NFL,Detroit Lions,Finance & Administration,Lisa Ma.,Director of Finance
NFL,Detroit Lions,Finance & Administration,Zachary Kaczan,Financial Analyst
NFL,Detroit Lions,Finance & Administration,Andrew Kim,Staff Accountant
NFL,Detroit Lions,Legal Affairs,Conor O'Callaghan,Legal Counsel
NFL,Detroit Lions,Human Resources,Vivian St. Charles,Director of Human Resources
NFL,Detroit Lions,Human Resources,Kayla Halfacre,Human Resources Generalist
NFL,Detroit Lions,Human Resources,Sara MahPRO,Human Resources Coordinator
NFL,Detroit Lions,Marketing & Communications,NateREE,Vice President of Communications
NFL,Detroit Lions,Marketing & Communications,Tim Pendell,Director of Digital Media
NFL,Detroit Lions,Marketing & Communications,Derron Mess,Director of Marketing
NFL,Detroit Lions,Marketing & Communications,Edward C.,Senior Manager of Social Media
NFL,Detroit Lions,Marketing & Communications,Matt charismatic,Senior Manager of Content
NFL,Detroit Lions,Marketing & Communications,Tori Petry,Team Reporter
NFL,Detroit Lions,Marketing & Communications,Dannierogers,Team Reporter
NFL,Detroit Lions,Marketing & Communications,Mike O'Hara,Team Writer
NFL,Detroit Lions,Marketing & Communications,Tim Twentyman,Team Writer
NFL,Detroit Lions,Marketing & Communications,Jeff Okudah,Marketing Coordinator
NFL,Detroit Lions,Corporate Partnerships,Jennifer Cadicamo,Director of Partnership Marketing
NFL,Detroit Lions,Corporate Partnerships,Michael Fusco,Director of Partnership Sales
NFL,Detroit Lions,Corporate Partnerships,Maddie Lund,Senior Manager of Partnership Marketing
NFL,Detroit Lions,Corporate Partnerships,Allison Maki,Senior Manager of Partnership Marketing
NFL,Detroit Lions,Corporate Partnerships,Ryan Healy,Manager of Partnership Sales
NFL,Detroit Lions,Corporate Partnerships,Jacqueline Moore,Manager of Partnership Marketing
NFL,Detroit Lions,Corporate Partnerships,Jake Schneider,Manager of Partnership Marketing
NFL,Detroit Lions,Corporate Partnerships,Ali Tappe,Manager of Partnership Marketing
NFL,Detroit Lions,Corporate Partnerships,Matt Gabryel,Partnership Marketing Coordinator
NFL,Detroit Lions,Corporate Partnerships,Emily Hornack,Partnership Marketing Coordinator
NFL,Detroit Lions,Corporate Partnerships,Jordan Johnson,Partnership Marketing Coordinator
NFL,Detroit Lions,Corporate Partnerships,Mitch Menard,Partnership Marketing Coordinator
NFL,Detroit Lions,Corporate Partnerships,Kelsey Yoh,Partnership Marketing Coordinator
NFL,Detroit Lions,Ticket Operations,Mick Ando,Director of Ticket Sales
NFL,Detroit Lions,Ticket Operations,Ashton Mullinix,Director of Premium Sales & Service
NFL,Detroit Lions,Ticket Operations,Lucas্বন,Senior Manager of Ticket Sales
NFL,Detroit Lions,Ticket Operations,Spencer McDonald,Manager of Ticket Sales
NFL,Detroit Lions,Ticket Operations,Dan Morelli,Manager of Ticket Sales
NFL,Detroit Lions,Ticket Operations,Tom Panagopoulos,Manager of Ticket Sales
NFL,Detroit Lions,Ticket Operations,Anthony Ianni,Account Executive
NFL,Detroit Lions,Ticket Operations,Brett Billups,Account Executive
NFL,Detroit Lions,Ticket Operations,Adam Collins,Account Executive
NFL,Detroit Lions,Ticket Operations,Jordan DeBose,Account Executive
NFL,Detroit Lions,Ticket Operations,John Forte,Account Executive
NFL,Detroit Lions,Ticket Operations,Nolan Gallagher,Account Executive
NFL,Detroit Lions,Ticket Operations,Conner George,Account Executive
NFL,Detroit Lions,Ticket Operations,Zachary Kaczan,Account Executive
NFL,Detroit Lions,Ticket Operations,Emily Kimball,Account Executive
NFL,Detroit Lions,Ticket Operations,Conner Lee,Account Executive
NFL,Detroit Lions,Ticket Operations,Jordan Lewis,Account Executive
NFL,Detroit Lions,Ticket Operations,Ryan Luke,Account Executive
NFL,Detroit Lions,Ticket Operations,T.J. Match,Account Executive
NFL,Detroit Lions,Ticket Operations,Max McColl,Account Executive
NFL,Detroit Lions,Ticket Operations,Jack Peters,Account Executive
NFL,Detroit Lions,Ticket Operations,Ben Reddy,Account Executive
NFL,Detroit Lions,Ticket Operations,Kyle Smith,Account Executive
NFL,Detroit Lions,Ticket Operations,Brendan Sullivan,Account Executive
NFL,Detroit Lions,Ticket Operations,Garrett Wiska,Account Executive
NFL,Detroit Lions,Ticket Operations,Maddie Walden,Account Executive
NFL,Green Bay Packers,Executive Committee,Mark H. Murphy,President and Chief Executive Officer
NFL,Green Bay Packers,Executive Committee,Ed Policy,Chief Operating Officer and General Counsel
NFL,Green Bay Packers,Administration,Jason Wahlers,Vice President of Communications
NFL,Green Bay Packers,Administration,Gabrielle Dow,Vice President of Marketing and Fan Engagement
NFL,Green Bay Packers,Administration,Craig Benzel,Vice President of Sales and Business Development
NFL,Green Bay Packers,Administration,Paul Baniel,Vice President of Finance
NFL,Green Bay Packers,Administration,Michael Wagner,Vice President of Administration
